	Addendum J for CY2025 ranks to determine primary assignment of comprehensive HCPCS codes									
43220	Esophagoscopy balloon <30mm	J1	5302	"1,900.61"	908	628	"2,049.62"	"2,789"	 	
44363	Small bowel endoscopy	J1	5302	"1,900.61"	62	35	"2,026.98"	"2,790"	 	
49440	Place gastrostomy tube perc	J1	5302	"1,900.61"	"3,660"	"3,103"	"2,014.58"	"2,791"	 	
44373	Small bowel endoscopy	J1	5302	"1,900.61"	147	115	"2,013.81"	"2,792"	 	
43251	Egd remove lesion snare	J1	5302	"1,900.61"	"19,934"	"15,804"	"1,946.83"	"2,793"	 	
44381	Small bowel endoscopy br/wa	J1	5302	"1,900.61"	99	84	"1,908.53"	"2,794"	 	
43263	Ercp sphincter pressure meas	J1	5302	"1,900.61"	3	0	"1,900.61"	"2,795"	 	
43206	Esoph optical endomicroscopy	J1	5302	"1,900.61"	1	0	"1,900.61"	"2,796"	 	
43216	Esophagoscopy lesion removal	J1	5302	"1,900.61"	1	0	"1,900.61"	"2,797"	 	
0355T	Gi tract capsule endoscopy	J1	5302	"1,900.61"	0	0	"1,900.61"	"2,798"	YES	
43217	Esophagoscopy snare les remv	J1	5302	"1,900.61"	10	5	"1,885.73"	"2,799"	 	
43245	Egd dilate stricture	J1	5302	"1,900.61"	"6,324"	"4,901"	"1,885.57"	"2,800"	 	
44372	Small bowel endoscopy	J1	5302	"1,900.61"	220	186	"1,875.60"	"2,801"	 	
44361	Small bowel endoscopy/biopsy	J1	5302	"1,900.61"	"1,868"	"1,487"	"1,800.85"	"2,802"	 	
43252	Egd optical endomicroscopy	J1	5302	"1,900.61"	391	227	"1,798.26"	"2,803"	 	
43830	Gstrst open wo constj tube	J1	5302	"1,900.61"	146	113	"1,790.52"	"2,804"	 	
43249	Esoph egd dilation <30 mm	J1	5302	"1,900.61"	"66,843"	"62,789"	"1,779.42"	"2,805"	 	
0652T	Egd flx transnasal dx br/wa	J1	5302	"1,900.61"	5	4	"1,771.47"	"2,806"	 	
49446	Change g-tube to g-j perc	J1	5302	"1,900.61"	646	503	"1,745.64"	"2,807"	 	
44376	Small bowel endoscopy	J1	5302	"1,900.61"	381	369	"1,744.42"	"2,808"	 	
49423	Exchange drainage catheter	J1	5302	"1,900.61"	"4,032"	"3,210"	"1,733.85"	"2,809"	 	
43250	Egd cautery tumor polyp	J1	5302	"1,900.61"	712	547	"1,731.51"	"2,810"	 	
43246	Egd place gastrostomy tube	J1	5302	"1,900.61"	"8,236"	"7,248"	"1,724.72"	"2,811"	 	
43243	Egd injection varices	J1	5302	"1,900.61"	72	36	"1,651.89"	"2,812"	 	
43259	Egd us exam duodenum/jejunum	J1	5302	"1,900.61"	"17,537"	"14,286"	"1,589.81"	"2,813"	 	
44360	Small bowel endoscopy	J1	5302	"1,900.61"	"1,244"	"1,211"	"1,548.06"	"2,814"	 	
43244	Egd varices ligation	J1	5302	"1,900.61"	"9,995"	"9,370"	"1,532.54"	"2,815"	 	
43237	Endoscopic us exam esoph	J1	5302	"1,900.61"	"17,862"	"14,436"	"1,508.93"	"2,816"	 	
43202	Esophagoscopy flex biopsy	J1	5302	"1,900.61"	495	249	"1,497.04"	"2,817"	 	
43453	Dilate esophagus	J1	5302	"1,900.61"	522	415	"1,481.89"	"2,818"	 	
43205	Esophagus endoscopy/ligation	J1	5302	"1,900.61"	28	26	"1,459.50"	"2,819"	 	
43231	Esophagoscop ultrasound exam	J1	5302	"1,900.61"	416	237	"1,350.91"	"2,820"	 	
0653T	Egd flx transnasal bx 1/mlt	J1	5302	"1,900.61"	9	7	"1,212.42"	"2,821"	 	
62194	Replace/irrigate catheter	J1	5431	"1,784.95"	1	1	"16,789.02"	"2,822"	 	
64766	Incise hip/thigh nerve	J1	5431	"1,784.95"	4	1	"11,056.43"	"2,823"	 	
64820	Sympathectomy digital artery	J1	5431	"1,784.95"	55	1	"8,118.28"	"2,824"	 	
64716	Revision of cranial nerve	J1	5431	"1,784.95"	212	15	"7,852.91"	"2,825"	 	
64802	Sympathectomy cervical	J1	5431	"1,784.95"	3	3	"7,018.90"	"2,826"	 	
64742	Incision of facial nerve	J1	5431	"1,784.95"	31	10	"7,018.73"	"2,827"	 	
64734	Incision of cheek nerve	J1	5431	"1,784.95"	8	3	"5,842.48"	"2,828"	 	
63600	Remove spinal cord lesion	J1	5431	"1,784.95"	7	7	"5,794.08"	"2,829"	 	
0440T	Abltj perc uxtr/perph nrv	J1	5431	"1,784.95"	9	2	"5,639.23"	"2,830"	 	
64714	Revise low back nerve(s)	J1	5431	"1,784.95"	47	8	"5,586.86"	"2,831"	 	
64713	Revision of arm nerve(s)	J1	5431	"1,784.95"	162	24	"5,548.27"	"2,832"	 	
27325	Neurectomy hamstring	J1	5431	"1,784.95"	1	1	"5,457.20"	"2,833"	 	
64712	Revision of sciatic nerve	J1	5431	"1,784.95"	166	54	"5,315.07"	"2,834"	 	
64736	Incision of chin nerve	J1	5431	"1,784.95"	3	2	"5,022.49"	"2,835"	 	
27326	Neurectomy popliteal	J1	5431	"1,784.95"	3	2	"4,842.11"	"2,836"	 	
64744	Incise nerve back of head	J1	5431	"1,784.95"	44	17	"4,582.06"	"2,837"	 	
64738	Incision of jaw nerve	J1	5431	"1,784.95"	6	5	"4,515.46"	"2,838"	 	
64790	Removal of nerve lesion	J1	5431	"1,784.95"	168	134	"4,490.71"	"2,839"	 	
62287	Dcmprn px perq 1/mlt lumbar	J1	5431	"1,784.95"	52	44	"4,339.85"	"2,840"	 	
0441T	Abltj perc lxtr/perph nrv	J1	5431	"1,784.95"	80	53	"4,149.21"	"2,841"	 	
64784	Remove nerve lesion	J1	5431	"1,784.95"	268	125	"3,851.20"	"2,842"	 	
61790	Treat trigeminal nerve	J1	5431	"1,784.95"	68	68	"3,773.62"	"2,843"	 	
64732	Incision of brow nerve	J1	5431	"1,784.95"	9	4	"3,606.22"	"2,844"	 	
64831	Repair of digit nerve	J1	5431	"1,784.95"	352	66	"3,394.63"	"2,845"	 	
64774	Remove skin nerve lesion	J1	5431	"1,784.95"	168	62	"3,346.06"	"2,846"	 	
64708	Revise arm/leg nerve	J1	5431	"1,784.95"	"1,754"	686	"3,299.34"	"2,847"	 	
28035	Decompression of tibia nerve	J1	5431	"1,784.95"	490	162	"3,249.97"	"2,848"	 	
64722	Relieve pressure on nerve(s)	J1	5431	"1,784.95"	177	79	"3,220.98"	"2,849"	 	
64858	Repair sciatic nerve	J1	5431	"1,784.95"	1	1	"3,106.63"	"2,850"	 	
64772	Incision of spinal nerve	J1	5431	"1,784.95"	"1,761"	246	"3,085.19"	"2,851"	 	
64702	Revise finger/toe nerve	J1	5431	"1,784.95"	284	35	"3,062.43"	"2,852"	 	
64610	Injection treatment of nerve	J1	5431	"1,784.95"	272	271	"3,060.52"	"2,853"	 	
64605	Injection treatment of nerve	J1	5431	"1,784.95"	74	73	"2,970.69"	"2,854"	 	
64782	Remove limb nerve lesion	J1	5431	"1,784.95"	250	95	"2,951.04"	"2,855"	 	
64719	Revise ulnar nerve at wrist	J1	5431	"1,784.95"	"1,150"	84	"2,872.26"	"2,856"	 	
64795	Biopsy of nerve	J1	5431	"1,784.95"	314	169	"2,817.06"	"2,857"	 	
64718	Revise ulnar nerve at elbow	J1	5431	"1,784.95"	"11,855"	"3,111"	"2,690.76"	"2,858"	 	
61791	Treat trigeminal tract	J1	5431	"1,784.95"	25	25	"2,679.67"	"2,859"	 	
64771	Sever cranial nerve	J1	5431	"1,784.95"	50	17	"2,679.58"	"2,860"	 	
64704	Revise hand/foot nerve	J1	5431	"1,784.95"	527	84	"2,582.53"	"2,861"	 	
64788	Remove skin nerve lesion	J1	5431	"1,784.95"	181	91	"2,425.75"	"2,862"	 	
28055	Neurectomy foot	J1	5431	"1,784.95"	27	16	"2,239.61"	"2,863"	 	
64726	Release foot/toe nerve	J1	5431	"1,784.95"	81	12	"2,127.20"	"2,864"	 	
64776	Remove digit nerve lesion	J1	5431	"1,784.95"	120	43	"2,122.37"	"2,865"	 	
64740	Incision of tongue nerve	J1	5431	"1,784.95"	1	1	"2,106.53"	"2,866"	 	
64861	Repair of arm nerves	J1	5431	"1,784.95"	3	0	"1,784.95"	"2,867"	 	
64763	Incise hip/thigh nerve	J1	5431	"1,784.95"	1	0	"1,784.95"	"2,868"	 	
63610	Stimulation of spinal cord	J1	5431	"1,784.95"	0	0	"1,784.95"	"2,869"	 	
63615	Remove lesion of spinal cord	J1	5431	"1,784.95"	0	0	"1,784.95"	"2,870"	YES	
64746	Incise diaphragm nerve	J1	5431	"1,784.95"	0	0	"1,784.95"	"2,871"	 	
64804	Sympathectomy cervicothorac	J1	5431	"1,784.95"	0	0	"1,784.95"	"2,872"	 	
64635	Destroy lumb/sac facet jnt	J1	5431	"1,784.95"	"48,782"	"22,772"	"1,748.09"	"2,873"	 	
64721	Carpal tunnel surgery	J1	5431	"1,784.95"	"47,143"	"32,035"	"1,735.58"	"2,874"	 	
64624	Dstrj nulyt agt gnclr nrv	J1	5431	"1,784.95"	"9,346"	"8,404"	"1,695.58"	"2,875"	 	
64633	Destroy cerv/thor facet jnt	J1	5431	"1,784.95"	"12,275"	"8,545"	"1,586.16"	"2,876"	 	
64625	Rf abltj nrv nrvtg si jt	J1	5431	"1,784.95"	"2,514"	"1,898"	"1,568.66"	"2,877"	 	
62292	Njx chemonucleolysis lmbr	J1	5431	"1,784.95"	2	2	"1,159.98"	"2,878"	 	
36860	External cannula declotting	J1	5182	"1,713.37"	11	9	"4,431.78"	"2,879"	 	
93503	Insert/place heart catheter	J1	5182	"1,713.37"	324	28	"2,604.42"	"2,880"	 	
32551	Insertion of chest tube	J1	5182	"1,713.37"	"1,935"	"1,368"	"2,388.75"	"2,881"	 	
36580	Replace cvad cath	J1	5182	"1,713.37"	220	181	"2,339.11"	"2,882"	 	
33016	Pericardiocentesis w/imaging	J1	5182	"1,713.37"	500	353	"2,095.38"	"2,883"	 	
75822	Vein x-ray arms/legs	J1	5182	"1,713.37"	"2,895"	"1,542"	"2,057.09"	"2,884"	 	
75803	Lymph vessel x-ray arms/legs	J1	5182	"1,713.37"	35	28	"2,051.26"	"2,885"	 	
32557	Insert cath pleura w/ image	J1	5182	"1,713.37"	"2,018"	935	"2,011.50"	"2,886"	 	
36901	Intro cath dialysis circuit	J1	5182	"1,713.37"	"12,319"	"10,883"	"1,963.55"	"2,887"	 	
36576	Repair tunneled cv cath	J1	5182	"1,713.37"	180	168	"1,858.89"	"2,888"	 	
36568	Insj picc <5 yr w/o imaging	J1	5182	"1,713.37"	27	24	"1,824.21"	"2,889"	 	
33010	Drainage of heart sac	J1	5182	"1,713.37"	0	0	"1,713.37"	"2,890"	YES	
35180	Rpr cgen av fistula head&nck	J1	5182	"1,713.37"	0	0	"1,713.37"	"2,891"	 	
36569	Insj picc 5 yr+ w/o imaging	J1	5182	"1,713.37"	"10,734"	"9,821"	"1,636.07"	"2,892"	 	
36597	Reposition venous catheter	J1	5182	"1,713.37"	198	161	"1,601.06"	"2,893"	 	
36573	Insj picc rs&i 5 yr+	J1	5182	"1,713.37"	"17,334"	"16,531"	"1,531.03"	"2,894"	 	
36596	Mech remov tunneled cv cath	J1	5182	"1,713.37"	93	37	"1,464.24"	"2,895"	 	
36584	Compl rplcmt picc rs&i	J1	5182	"1,713.37"	"1,054"	976	"1,369.23"	"2,896"	 	
31241	Nsl/sns ndsc lig sphnptn art	J1	5153	"1,688.68"	175	51	"5,486.57"	"2,897"	 	
31240	Nsl/sns ndsc cnch bull rescj	J1	5153	"1,688.68"	"1,514"	9	"3,558.91"	"2,898"	 	
31526	Dx laryngoscopy w/oper scope	J1	5153	"1,688.68"	664	248	"3,157.59"	"2,899"	 	
31643	Diag bronchoscope/catheter	J1	5153	"1,688.68"	33	16	"2,946.00"	"2,900"	 	
31530	Laryngoscopy w/fb removal	J1	5153	"1,688.68"	154	136	"2,762.49"	"2,901"	 	
31625	Bronchoscopy w/biopsy(s)	J1	5153	"1,688.68"	"9,336"	"1,299"	"2,690.63"	"2,902"	 	
31635	Bronchoscopy w/fb removal	J1	5153	"1,688.68"	743	312	"2,552.91"	"2,903"	 	
31730	Intro windpipe wire/tube	J1	5153	"1,688.68"	13	8	"2,507.11"	"2,904"	 	
31525	Dx laryngoscopy excl nb	J1	5153	"1,688.68"	"1,411"	539	"2,392.49"	"2,905"	 	
31576	Laryngoscopy with biopsy	J1	5153	"1,688.68"	278	251	"1,982.28"	"2,906"	 	
31623	Dx bronchoscope/brush	J1	5153	"1,688.68"	"15,009"	704	"1,852.41"	"2,907"	 	
31624	Dx bronchoscope/lavage	J1	5153	"1,688.68"	"47,882"	"14,012"	"1,811.48"	"2,908"	 	
31235	Nsl/sins ndsc dx sphn sinusc	J1	5153	"1,688.68"	62	14	"1,808.98"	"2,909"	 	
31645	Brnchsc w/ther aspir 1st	J1	5153	"1,688.68"	"6,533"	903	"1,750.47"	"2,910"	 	
31238	Nsl/sins ndsc srg nsl hemrrg	J1	5153	"1,688.68"	"1,980"	"1,400"	"1,696.58"	"2,911"	 	
31574	Largsc w/njx augmentation	J1	5153	"1,688.68"	"1,008"	724	"1,671.44"	"2,912"	 	
31622	Dx bronchoscope/wash	J1	5153	"1,688.68"	"6,603"	"4,830"	"1,616.98"	"2,913"	 	
31573	Largsc w/ther injection	J1	5153	"1,688.68"	949	405	"1,436.57"	"2,914"	 	
31237	Nsl/sins ndsc surg bx polypc	J1	5153	"1,688.68"	"9,115"	"4,685"	"1,392.57"	"2,915"	 	
42975	Dise eval slp do brth flx dx	J1	5153	"1,688.68"	"6,146"	"5,136"	"1,341.06"	"2,916"	 	
28001	Drainage of bursa of foot	J1	5072	"1,639.12"	34	27	"2,943.86"	"2,917"	 	
54015	Drain penis lesion	J1	5072	"1,639.12"	5	5	"2,696.89"	"2,918"	 	
21012	Exc face les sbq 2 cm/>	J1	5072	"1,639.12"	"1,029"	796	"2,594.10"	"2,919"	 	
38220	Dx bone marrow aspirations	J1	5072	"1,639.12"	"2,059"	"1,620"	"2,544.04"	"2,920"	 	
21013	Exc face tum deep < 2 cm	J1	5072	"1,639.12"	131	101	"2,541.75"	"2,921"	 	
21931	Exc back les sc 3 cm/>	J1	5072	"1,639.12"	"3,324"	"2,539"	"2,441.54"	"2,922"	 	
23071	Exc shoulder les sc 3 cm/>	J1	5072	"1,639.12"	947	703	"2,430.96"	"2,923"	 	
11606	Exc tr-ext mal+marg >4 cm	J1	5072	"1,639.12"	"9,325"	"5,375"	"2,430.69"	"2,924"	 	
25065	Biopsy forearm soft tissues	J1	5072	"1,639.12"	41	19	"2,424.51"	"2,925"	 	
19020	Mastotomy expl drg absc dp	J1	5072	"1,639.12"	239	206	"2,420.85"	"2,926"	 	
15950	Exc trchntr pr ulc prim sutr	J1	5072	"1,639.12"	1	1	"2,408.10"	"2,927"	 	
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	"1,639.12"	"1,212"	878	"2,394.38"	"2,928"	 	
37609	Ligation/bx temporal artery	J1	5072	"1,639.12"	"4,012"	"3,066"	"2,333.62"	"2,929"	 	
25076	Exc forearm tum deep < 3 cm	J1	5072	"1,639.12"	194	103	"2,301.04"	"2,930"	 	
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	"1,639.12"	"1,514"	"1,110"	"2,300.66"	"2,931"	 	
21555	Exc neck les sc < 3 cm	J1	5072	"1,639.12"	"1,148"	815	"2,297.10"	"2,932"	 	
11406	Exc tr-ext b9+marg >4.0 cm	J1	5072	"1,639.12"	"5,180"	"3,742"	"2,282.09"	"2,933"	 	
23330	Remove shoulder foreign body	J1	5072	"1,639.12"	11	6	"2,267.42"	"2,934"	 	
27618	Exc leg/ankle tum < 3 cm	J1	5072	"1,639.12"	382	266	"2,245.17"	"2,935"	 	
25071	Exc forearm les sc 3 cm/>	J1	5072	"1,639.12"	675	377	"2,189.59"	"2,936"	 	
22902	Exc abd les sc < 3 cm	J1	5072	"1,639.12"	531	268	"2,180.34"	"2,937"	 	
28192	Removal of foot foreign body	J1	5072	"1,639.12"	245	220	"2,169.75"	"2,938"	 	
26113	Exc hand tum deep 1.5 cm/>	J1	5072	"1,639.12"	378	274	"2,163.94"	"2,939"	 	
28043	Exc foot/toe tum sc < 1.5 cm	J1	5072	"1,639.12"	586	351	"2,149.55"	"2,940"	 	
21011	Exc face les sc <2 cm	J1	5072	"1,639.12"	386	254	"2,109.35"	"2,941"	 	
27327	Exc thigh/knee les sc < 3 cm	J1	5072	"1,639.12"	474	256	"2,066.96"	"2,942"	 	
21925	Biopsy soft tissue of back	J1	5072	"1,639.12"	50	43	"2,023.05"	"2,943"	 	
11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	"1,639.12"	296	211	"2,020.47"	"2,944"	 	
20200	Muscle biopsy superficial	J1	5072	"1,639.12"	166	123	"2,009.38"	"2,945"	 	
23075	Exc shoulder les sc < 3 cm	J1	5072	"1,639.12"	205	120	"1,998.94"	"2,946"	 	
21930	Exc back les sc < 3 cm	J1	5072	"1,639.12"	764	463	"1,978.10"	"2,947"	 	
26111	Exc hand les sc 1.5 cm/>	J1	5072	"1,639.12"	787	548	"1,966.15"	"2,948"	 	
24075	Exc arm/elbow les sc < 3 cm	J1	5072	"1,639.12"	705	363	"1,963.11"	"2,949"	 	
19085	Bx breast 1st lesion mr imag	J1	5072	"1,639.12"	"4,730"	"4,522"	"1,953.61"	"2,950"	 	
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	"1,639.12"	"2,862"	"2,230"	"1,926.18"	"2,951"	 	
11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	"1,639.12"	246	185	"1,916.04"	"2,952"	 	
11424	Exc h-f-nk-sp b9+marg 3.1-4	J1	5072	"1,639.12"	909	660	"1,912.34"	"2,953"	 	
20225	Bone biopsy trocar/ndl deep	J1	5072	"1,639.12"	"8,357"	"7,607"	"1,889.15"	"2,954"	 	
28193	Removal of foot foreign body	J1	5072	"1,639.12"	21	18	"1,828.14"	"2,955"	 	
10121	Inc&rmvl fb subq tiss comp	J1	5072	"1,639.12"	550	473	"1,818.72"	"2,956"	 	
23065	Biopsy shoulder tissues	J1	5072	"1,639.12"	31	25	"1,818.43"	"2,957"	 	
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	"1,639.12"	"1,827"	"1,449"	"1,816.81"	"2,958"	 	
25075	Exc forearm les sc < 3 cm	J1	5072	"1,639.12"	778	330	"1,813.38"	"2,959"	 	
38221	Dx bone marrow biopsies	J1	5072	"1,639.12"	"5,004"	"4,464"	"1,802.92"	"2,960"	 	
26116	Exc hand tum deep < 1.5 cm	J1	5072	"1,639.12"	607	416	"1,777.69"	"2,961"	 	
50200	Renal biopsy perq	J1	5072	"1,639.12"	"21,078"	"18,857"	"1,758.57"	"2,962"	 	
20103	Expl pentrg wound extremity	J1	5072	"1,639.12"	277	203	"1,746.61"	"2,963"	 	
49406	Image cath fluid peri/retro	J1	5072	"1,639.12"	"2,402"	"2,112"	"1,714.37"	"2,964"	 	
26115	Exc hand les sc < 1.5 cm	J1	5072	"1,639.12"	"1,264"	835	"1,690.16"	"2,965"	 	
54100	Biopsy of penis	J1	5072	"1,639.12"	475	296	"1,685.26"	"2,966"	 	
11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	"1,639.12"	769	596	"1,658.70"	"2,967"	 	
24065	Biopsy arm/elbow soft tissue	J1	5072	"1,639.12"	45	35	"1,652.69"	"2,968"	 	
11404	Exc tr-ext b9+marg 3.1-4 cm	J1	5072	"1,639.12"	"2,426"	"1,848"	"1,650.74"	"2,969"	 	
19081	Bx breast 1st lesion strtctc	J1	5072	"1,639.12"	"39,680"	"36,736"	"1,645.05"	"2,970"	 	
11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	"1,639.12"	"19,881"	"16,045"	"1,641.90"	"2,971"	 	
20005	I&d abscess subfascial	J1	5072	"1,639.12"	0	0	"1,639.12"	"2,972"	YES	
32405	Percut bx lung/mediastinum	J1	5072	"1,639.12"	0	0	"1,639.12"	"2,973"	YES	
54800	Biopsy of epididymis	J1	5072	"1,639.12"	0	0	"1,639.12"	"2,974"	 	
60660	Abltj 1/+thyr ndul 1lobe prq	J1	5072	"1,639.12"	0	0	"1,639.12"	"2,975"	 	
20220	Bone biopsy trocar/ndl supfc	J1	5072	"1,639.12"	"5,917"	"5,305"	"1,633.93"	"2,976"	 	
32408	Core ndl bx lng/med perq	J1	5072	"1,639.12"	"39,469"	"37,253"	"1,631.45"	"2,977"	 	
27041	Biopsy of soft tissues	J1	5072	"1,639.12"	124	109	"1,629.38"	"2,978"	 	
32400	Needle biopsy chest lining	J1	5072	"1,639.12"	837	664	"1,619.04"	"2,979"	 	
49185	Sclerotx fluid collection	J1	5072	"1,639.12"	"1,966"	"1,399"	"1,608.43"	"2,980"	 	
27613	Biopsy lower leg soft tissue	J1	5072	"1,639.12"	87	77	"1,606.95"	"2,981"	 	
11423	Exc h-f-nk-sp b9+marg 2.1-3	J1	5072	"1,639.12"	"1,862"	"1,367"	"1,595.87"	"2,982"	 	
27323	Biopsy thigh soft tissues	J1	5072	"1,639.12"	104	82	"1,584.43"	"2,983"	 	
0673T	Abltj b9 thyr ndul perq lasr	J1	5072	"1,639.12"	52	52	"1,577.79"	"2,984"	 	
10140	I&d hmtma seroma/fluid collj	J1	5072	"1,639.12"	"8,017"	"6,978"	"1,575.75"	"2,985"	 	
47000	Needle biopsy of liver perq	J1	5072	"1,639.12"	"28,168"	"26,521"	"1,574.94"	"2,986"	 	
49405	Image cath fluid colxn visc	J1	5072	"1,639.12"	792	652	"1,567.85"	"2,987"	 	
49180	Biopsy abdominal mass	J1	5072	"1,639.12"	"13,721"	"12,731"	"1,544.46"	"2,988"	 	
49407	Image cath fluid trns/vgnl	J1	5072	"1,639.12"	66	59	"1,534.45"	"2,989"	 	
62269	Needle biopsy spinal cord	J1	5072	"1,639.12"	21	19	"1,520.73"	"2,990"	 	
69205	Clear outer ear canal	J1	5072	"1,639.12"	128	78	"1,510.87"	"2,991"	 	
21550	Biopsy of neck/chest	J1	5072	"1,639.12"	"1,157"	"1,050"	"1,484.87"	"2,992"	 	
19083	Bx breast 1st lesion us imag	J1	5072	"1,639.12"	"70,277"	"62,818"	"1,481.77"	"2,993"	 	
38505	Needle biopsy lymph nodes	J1	5072	"1,639.12"	"26,177"	"20,758"	"1,479.01"	"2,994"	 	
20206	Biopsy muscle perq needle	J1	5072	"1,639.12"	"9,067"	"8,384"	"1,397.94"	"2,995"	 	
23931	I&d upr a/e bursa	J1	5072	"1,639.12"	157	145	"1,378.00"	"2,996"	 	
55100	Drainage of scrotum abscess	J1	5072	"1,639.12"	376	353	"1,359.69"	"2,997"	 	
48102	Needle biopsy pancreas	J1	5072	"1,639.12"	327	278	"1,352.38"	"2,998"	 	
11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	"1,639.12"	"3,148"	"2,305"	"1,303.36"	"2,999"	 	
21920	Biopsy soft tissue of back	J1	5072	"1,639.12"	92	84	"1,273.25"	"3,000"	 	
69005	Drg xtrnl ear absc/hem comp	J1	5072	"1,639.12"	69	63	"1,273.06"	"3,001"	 	
20520	Removal of foreign body	J1	5072	"1,639.12"	232	205	"1,254.40"	"3,002"	 	
11420	Exc h-f-nk-sp b9+marg 0.5/<	J1	5072	"1,639.12"	"1,565"	886	"1,250.98"	"3,003"	 	
27040	Biopsy of soft tissues	J1	5072	"1,639.12"	158	137	"1,244.70"	"3,004"	 	
26011	Drainage of finger abscess	J1	5072	"1,639.12"	331	295	"1,227.29"	"3,005"	 	
41108	Biopsy of floor of mouth	J1	5072	"1,639.12"	288	225	"1,151.66"	"3,006"	 	
19100	Bx breast percut w/o image	J1	5072	"1,639.12"	302	235	"1,059.41"	"3,007"	 	
24200	Rmvl fb upper arm/elbw subq	J1	5072	"1,639.12"	45	32	949.85	"3,008"	 	
28546	Treat foot dislocation	J1	5112	"1,580.66"	4	1	"19,756.45"	"3,009"	 	
25025	Decompress forearm 2 spaces	J1	5112	"1,580.66"	2	1	"7,043.85"	"3,010"	 	
25125	Remove/graft forearm lesion	J1	5112	"1,580.66"	3	1	"4,681.42"	"3,011"	 	
26560	Repair of web finger	J1	5112	"1,580.66"	4	2	"4,599.13"	"3,012"	 	
26262	Resect distal finger tumor	J1	5112	"1,580.66"	3	2	"4,531.58"	"3,013"	 	
26991	Drainage of pelvis bursa	J1	5112	"1,580.66"	9	9	"4,455.89"	"3,014"	 	
22505	Manipulation of spine	J1	5112	"1,580.66"	5	2	"4,064.93"	"3,015"	 	
25031	Drainage of forearm bursa	J1	5112	"1,580.66"	2	1	"4,061.54"	"3,016"	 	
20822	Replantation digit complete	J1	5112	"1,580.66"	2	2	"3,626.19"	"3,017"	 	
23035	Drain shoulder bone lesion	J1	5112	"1,580.66"	6	3	"3,577.12"	"3,018"	 	
28220	Release of foot tendon	J1	5112	"1,580.66"	64	17	"3,060.33"	"3,019"	 	
28261	Revision of foot tendon	J1	5112	"1,580.66"	38	3	"3,025.00"	"3,020"	 	
28175	Resect phalanx of toe tumor	J1	5112	"1,580.66"	12	8	"2,918.31"	"3,021"	 	
28002	Treatment of foot infection	J1	5112	"1,580.66"	190	82	"2,888.81"	"3,022"	 	
25259	Manipulate wrist w/anesthes	J1	5112	"1,580.66"	76	41	"2,794.16"	"3,023"	 	
26070	Explore/treat hand joint	J1	5112	"1,580.66"	24	8	"2,733.71"	"3,024"	 	
26440	Release palm/finger tendon	J1	5112	"1,580.66"	907	152	"2,730.46"	"3,025"	 	
26034	Treat hand bone lesion	J1	5112	"1,580.66"	45	31	"2,710.53"	"3,026"	 	
28345	Repair webbed toe(s)	J1	5112	"1,580.66"	32	5	"2,697.07"	"3,027"	 	
26418	Repair finger tendon	J1	5112	"1,580.66"	"1,347"	411	"2,537.20"	"3,028"	 	
26185	Remove finger bone	J1	5112	"1,580.66"	15	6	"2,523.68"	"3,029"	 	
28108	Removal of toe lesions	J1	5112	"1,580.66"	352	131	"2,478.20"	"3,030"	 	
27052	Biopsy of hip joint	J1	5112	"1,580.66"	19	13	"2,451.26"	"3,031"	 	
26410	Repair hand tendon	J1	5112	"1,580.66"	205	61	"2,404.91"	"3,032"	 	
26200	Remove hand bone lesion	J1	5112	"1,580.66"	82	25	"2,355.58"	"3,033"	 	
28080	Removal of foot lesion	J1	5112	"1,580.66"	"1,552"	832	"2,328.40"	"3,034"	 	
25248	Remove forearm foreign body	J1	5112	"1,580.66"	55	39	"2,285.42"	"3,035"	 	
25112	Reremove wrist tendon lesion	J1	5112	"1,580.66"	156	106	"2,237.17"	"3,036"	 	
28090	Removal of foot lesion	J1	5112	"1,580.66"	"1,014"	580	"2,227.92"	"3,037"	 	
26340	Manipulate finger w/anesth	J1	5112	"1,580.66"	480	38	"2,225.24"	"3,038"	 	
27552	Treat knee dislocation	J1	5112	"1,580.66"	107	101	"2,192.56"	"3,039"	 	
28024	Exploration of toe joint	J1	5112	"1,580.66"	90	41	"2,183.28"	"3,040"	 	
27842	Treat ankle dislocation	J1	5112	"1,580.66"	67	45	"2,176.67"	"3,041"	 	
26236	Partial removal finger bone	J1	5112	"1,580.66"	922	378	"2,120.17"	"3,042"	 	
26080	Explore/treat finger joint	J1	5112	"1,580.66"	378	202	"2,115.04"	"3,043"	 	
29848	Wrist endoscopy/surgery	J1	5112	"1,580.66"	"14,532"	"9,554"	"2,084.87"	"3,044"	 	
24300	Mnpj elbow under anes	J1	5112	"1,580.66"	67	42	"2,078.02"	"3,045"	 	
25111	Remove wrist tendon lesion	J1	5112	"1,580.66"	"2,371"	"1,465"	"2,055.44"	"3,046"	 	
